conversation,augmented_conversation
"군대 간 친구 얘기 꺼냈더니 단체방 짜증 남. <LF> 자꾸 훈련 사진 대신 사람들 광고 링크 던져서. <LF> 답장은 일주일 사이에 한 줄, 답답하대. <LF> 그래도 휴가 나오면 치맥 예약은 1순위. <LF> 짜증 조금 줄이려 주말마다 손편지 릴레이. <LF> 기다림은 길어도 친분은 길게 간다네. <LF> 휴가 날짜 카운트다운 위젯도 깔았다더라.","군대 간 친구 얘기 꺼냈더니 단체방 짜증 남 바캉스 . <LF> 자꾸 레슨 훈련 사진 방학 대신 연결 사람들 광고 링크 던져서. <LF> 답장 벗 은 일주일 사이에 한 줄, 답답하대. <LF> 그래도 휴가 나오면 치맥 예약은 1순위. <LF> 짜증 장 조금 줄이려 주말마다 손편지 릴레이. <LF> 기다림은 길어도 친분은 길게 간다네. <LF> 휴가 날짜 카운트다운 위젯도 깔았다더라."
새 스터디 카페 요금이 비싸다며 망설였지. <LF> 그래도 좌석마다 콘센트 두 개라니 매력. <LF> 멤버십 끊으면 할인된다니까 계산기 두드렸어. <LF> 카페인값 생각하면 결국 비슷하대. <LF> 오늘 가서 시범 사용해 보고 결정하기로. <LF> 밤 10시까지 운영이라 야근 과제도 해결. <LF> 공부 효율은 편안한 의자에서 나온다니까.,새 스터디 카페 요금이 비싸다며 망설였지. <LF> 그래도 좌석마다 콘센트 두 개라니 매력. 확정  <LF> 멤버십 끊으면 할인된다니까 계산기 두드렸어. <LF> 카페인값 생각하면 결국 식별 통제 비슷하대. <LF> 오늘 가서 시범 사용해 보고 결정하기로 문서 . <LF> 밤 10시까지 운영이라 야근 과제 백금 도 해결. <LF> 공부 효율은 편안한 의자에서 나온다니까.
야시장 푸드트럭 투어 기획했는데 흥분이 장난 아냐. <LF> 대만 샌드랑 멕시칸 타코를 한 번에? <LF> 지갑이 울어도 위장은 춤춘다더라. <LF> 줄 서는 동안 라이브 음악까지 나온대. <LF> 흥분감에 카메라 메모리 비우고 출발 준비. <LF> 포인트는 소스 묻힌 얼굴 인증샷이라는 사실. <LF> 내일 체중계는 잊어도 좋다며 다짐했어.,야시장 푸드트럭 투어 기획했는데 흥분 사진기 후일 이 장난 아냐. <LF> 대만 샌드랑 멕시칸 타코 후일 를 한 번에? <LF> 지갑이 울어도 위장 후일 은 춤춘다더라. <LF> 줄 서는 동안 착수 라이브 음악까지 나온대. <LF> 흥분감에 카메라 음률 메모리 비우고 출발 준비. <LF> 포인트는 소스 묻힌 얼굴 인증샷이라는 사실. <LF> 내일 체중계 안면 는 잊어도 좋다며 다짐했어.
자취방 인터넷 약정 끝난다니 불안이 올라왔어. <LF> 이사도 아닌데 설치 기사 다시 부르는 게 골치. <LF> 검색해 보니 해지 위약금 폭탄 얘기도 있더라. <LF> 불안을 줄이려 챗 상담으로 조건 싹 비교. <LF> 속도보다 안정이 먼저라며 결국 기존 회사 재계약. <LF> 새 공유기 할인 쿠폰 받아 한숨 돌렸지. <LF> 계약서 사본은 바로 클라우드 올리기로 합의.,진도 자취방 인터넷 약정 말기 끝난다니 불안이 올라왔어. <LF> 이사도 아닌데 설치 기사 다시 부르는 게 위해 장치 백금 골치. <LF> 검색해 보니 해지 위약금 폭탄 얘기도 있더라. <LF> 불안을 줄이려 챗 상담으로 조건 진정 싹 비교. <LF> 속도보다 안정이 먼저라며 결국 기존 회사 재계약. <LF> 새 공유기 할인 유속 쿠폰 받아 한숨 돌렸지. <LF> 계약서 사본은 바로 클라우드 올리기로 합의.
자전거 체인 녹슬었다며 짜증 폭발 시전. <LF> 비 오는데 야외 거치대라니 관리비가 아깝다더라. <LF> 일단 WD40 뿌리고 열심히 브러시질. <LF> 짜증이 줄자 윤활유 냄새가 시원하게 느껴졌대. <LF> 다음부턴 커버 씌우자는 교훈 획득. <LF> 수리 끝내고 라이딩 나가자니 기분 반전. <LF> 문제 해결 후 땀 먹는 아이스커피가 꿀맛이었다.,자전거 체인 녹슬었다며 짜증 폭발 시전. <LF> 비 오는데 야외 거치대라니 관리비가 아깝다더라. <LF> 일단 WD40 뿌리고 열심히 브러시질. <LF> 짜증이 고리 줄자 윤활유 질의 냄새 지배 가 시원하게 느껴졌대. <LF> 다음부턴 플러스 커버 씌우자는 수복 교훈 획득. <LF> 수리 끝내고 질의 라이딩 나가자니 기분 반전. <LF> 문제 해결 후 땀 먹는 아이스커피가 꿀맛이었다.
캠퍼스 영화제 볼랜다니 설렘 가득. <LF> 돗자리 챙겨 잔디밭에서 보는 야외 상영이라네. <LF> 팝콘 대신 치즈볼이 필수라며 장바구니 공유. <LF> 설렘이 커서 드레스코드까지 맞추자는 의견. <LF> 하늘에 별 뜨면 엔딩 크레딧 배경이 진짜라지. <LF> 마지막 버스 놓칠 각오로 토론 타임까지 예정. <LF> 영화보다 밤공기가 더 기억 남을 듯해.,캠퍼스 영화제 볼랜다니 수확 설렘 가득. <LF> 돗자리 챙겨 잔디밭에서 보는 야외 상영이라네. <LF> 팝콘 대신 치즈볼이 필수라며 장바구니 공유. 대기  <LF> 설렘이 심신 가계 커서 드레스코드까지 맞추자는 의견. <LF> 하늘에 별 뜨면 엔딩 크레딧 배경이 진짜라지. <LF> 마지막 버스 놓칠 각오로 토론 타임까지 예정. <LF> 영화보다 밤공기가 야심 더 기억 남을 듯 거래 소득 해.
중간고사 범위 발표되자마자 긴장감이 빡 올라왔어. <LF> 교수님이 ‘응용’이라는 한마디 던지고 퇴장. <LF> 서로 눈빛 교환하며 노트 정리 분배. <LF> 문제은행 파일 공유하면서 오탈자 잡기 전쟁. <LF> 긴장감을 이기는 비결은 카페인과 팀워크라더라. <LF> 모의고사 돌려보니 희망이 반쯤 보였어. <LF> 시험 끝나면 당분 미친 듯이 채우기로 약속.,중간고사 범위 발표되자마자 긴장감이 빡 올라왔어. 치아 용지  <LF> 교수님이 ‘응용’이라는 한마디 던지고 퇴장. <LF> 서로 눈빛 교환하며 노트 정리 분배. <LF> 문제은행 파일 공유하면서 플러스 배급 오탈자 잡기 전쟁. <LF> 긴장감을 이기는 비결은 카페인과 팀워크라더 교수형 라. <LF> 모의고사 돌려보니 희망이 질문 반쯤 보였어. <LF> 시험 끝나면 당분 미친 거래 듯이 채우기로 약속.
동호회 포스터 디자인 맡았다며 만족감이 얼굴에 드러났어. <LF> 첫 시안부터 칭찬 폭탄이라 어깨 으쓱. <LF> 폰트 라인업 공유하니 레트로 감성에 환호. <LF> 만족감 덕에 색 보정까지 야근 불사. <LF> 인쇄소에서 시안 뽑아 보니 실제가 더 예쁘다네. <LF> 다음 기획서 표지도 부탁한다는 러브콜. <LF> 재능 칭찬은 노동력을 부른다는 진리를 체험.,동호회 포스터 디자인 맡았다며 만족감이 얼굴에 드러났어. <LF> 첫 시안부터 칭찬 극한 폭탄이라 어깨 으쓱. <LF> 폰트 라인업 공유하니 레트로 감성에 환호. <LF> 만족감 덕에 색 마음 보정까지 야근 불사. <LF>  포탄 인쇄소에서 시안 뽑아 보니 선 실제가 더 예쁘다네. <LF> 다음 기획서 표지도 부탁한다는 백금 러브콜. <LF>  자루 재능 칭찬은 노동력을 부른다는 진리를 체험.
신입 택배 분실 사고로 혼란이 컸대. <LF> 동일 제품이 두 박스라 바코드가 꼬였다는 전설. <LF> 혼란 줄이려 CCTV 로그까지 뒤졌다더라. <LF> 결국 옆 사무실에 잘못 배송된 거 확인. <LF> 사과 쿠키 세트 들고 네 번 고개 숙였다지. <LF> 교훈은 박스에 대문짝 주소 스티커. <LF> 혼란도 추억 되려면 간식이 필요해.,신입 택배 분실 사고로 혼란이 컸대. <LF> 동일 제품이 두 박스 난리 국 라 바코드가 꼬였다는 탈 전설. <LF> 혼란 줄이려 CCTV 로그 거침 까지 뒤졌다더라. <LF> 결국 옆 사무실에 잘못 배송된 거 확인. <LF> 사과 쿠키 세트 들고 네 번 고개 숙였다지. <LF> 교훈은 박스에 대문짝 주소 스티커. <LF> 혼란도 소득 추억 되려면 간식이 무질서 필요해.
소개팅 피드백 기다리느라 불안해 보였어. <LF> 문자 ‘잘 들어갔어요’ 다음 멘트가 안 온다는 굴레. <LF> 불안 풀자고 프로필 사진 백 번 확대. <LF> 상대 SNS 팔로우는 아직이라며 분석. <LF> 결국 다음 날 아침 커피 약속으로 하트 도착. <LF> 단톡방에 캡처 올리자 환호성. <LF> 불안 끝에 달콤함이 오는 전형적 코스네.,소개팅 피드백 기다리느라 불안해 백색 혼란 보였어. <LF> 문자 ‘잘 들어갔어요’ 다음 멘트가 안 온다는 굴레. <LF> 불안 국한 풀자고 프로필 사진 백 번 확대. <LF> 상대 사이 SNS 팔로우는 아직이라며 분석. <LF> 결국 다음 날 아침 커피 약속으로 하트 도착. <LF> 단톡방에 캡처 올리자 환호성. <LF> 불안 끝에 달콤함이 흙먼지 순이익 오는 전형적 코스네.
"고양이 털 알레르기 약 떨어졌다며 짜증 머금. <LF> 약국 가기엔 퇴근길 지옥철이라 포기하려다, <LF> 룸메가 배달 약국 링크 보내줘서 한숨 돌렸대. <LF> 짜증이 감사로 변해 캔 간식 한 박스 구매. <LF> 털 날림 차단용 공기청정기 필터도 함께 주문. <LF> 이번 달 카드 값이 살짝 무섭지만 평화가 우선. <LF> 다음엔 미리미리 체크하자고 다짐했어.","고양이 털 년 알레르기 약 떨어졌다며 짜증 머금. <LF> 약국 가기엔 퇴근길 지옥철이라 포기하려다, <LF> 룸메가 배달 약국 링크 보내줘서 나비 한숨 깃털 돌렸대. <LF> 짜증이 감사로 변해 캔 구레나룻 간식 한 박스 나비 구매. <LF> 털 날림 차단용 공기청정기 필터도 함께 주문. <LF> 이번 달 카드 값이 살짝 무섭지만 평화가 우선 양털 . <LF> 다음엔 미리미리 체크하자고 제한 다짐했어."
동네 수영장 라커 리모델링이라 피곤함이 예상됐어. <LF> 일회용 샤워 키트 챙기랴 수건 두 개 챙기랴 짐 폭발. <LF> 그래도 새 타일 바닥이 미끄럽지 않아 좋다더라. <LF> 피곤해도 첫 입수 순간 피로가 녹는다고. <LF> 끝나고 프로틴 바 나눠 먹으며 하이파이브. <LF> 운동의 피곤은 명예라며 웃음. <LF> 수건 개수만 줄면 완벽할 듯.,동네 수영장 라커 리모델링 타월 수련 판 이라 피곤함이 예상됐어. <LF> 일회용 샤워 키트 챙기랴 수건 두 개 챙기랴 짐 폭발 타월 고치 . <LF> 그래도 새 타일 바닥이 미끄럽지 않아 좋다더라. <LF> 피곤해도 첫 입수 순간 피로가 녹는다고. <LF> 끝나고 프로틴 바 나눠 먹으며 하이파이브. <LF> 운동의 피곤은 명예라며 웃음. <LF> 수건 개수만 줄면 완벽할 듯 소기 .
벼룩시장 부스 신청 경쟁률이 5대1이라 놀랐어. <LF> 다행히 선착순 클릭 성공했다며 승리의 함성. <LF> 정리 안 됐던 옷 더미 사진 찍어 가격 달기 시작. <LF> 놀람이 준비 열기로 바뀌니 방이 순식간에 깨끗. <LF> 가격표에 쓴 밈 문구가 이미 인기라네. <LF> 남은 문제는 거스름돈 동전 확보. <LF> 이번 주말엔 셀러 모드 ON.,벼룩시장 부스 초기 신청 경쟁률 발단 이 5대1이라 놀랐어. <LF> 다행히 선착순 클릭 성공했다며 승리의 승복 함성. <LF> 정리 가운데 안 금 됐던 옷 더미 사진 찍어 가격 달기 시작. <LF> 놀람이 준비 소환 열기 무리 로 바뀌니 방이 순식간에 깨끗. <LF> 가격표에 쓴 밈 문구가 이미 인기라네. <LF> 남은 문제는 거스름돈 동전 확보. <LF> 이번 주말엔 셀러 모드 ON.
팀 노래방 가자더니 귀찮음 가득한 표정이야. <LF> 마이크 샤우팅 경쟁이 부담스럽다나. <LF> 그럼 듀엣 발라드로 안전하게 가자 제안. <LF> 귀찮음 줄이려 예약 앱에 선곡 미리 넣었어. <LF> 다 같이 떼창하면 점수는 신경 안 쓰인다더라. <LF> 끝나고 허니버터 감자 먹으러 갈 생각에 미소. <LF> 귀찮음도 칼로리에 약하대.,팀 노래방 가자더니 귀찮음 가득한 표정이야. <LF> 마이크 샤우팅 경쟁이 부담스럽다나. <LF> 그럼 듀엣 밀감 발라드로 길 안전하게 가자 제안. <LF>  볼품 귀찮음 줄이려 예약 앱에 선곡 미리 넣었어. <LF> 다 같이 떼창하면 점수는 신경 안 쓰인다더라. <LF> 끝나고 허니버터 감자 먹으러 갈 생각에 가을 미소. <LF> 귀찮음도 칼로리에 약하대.
스마트워치 링 완성 못했다며 실망이 팍. <LF> 비 오는 날이라 1만 보 실패했대. <LF> 실망 달래려 실내 스텝박스 영상 공유. <LF> 15분 뛰고 링 완성하자 환호텍 왔지. <LF> 데이터 스티커 붙여 캘린더에 자랑. <LF> 실망은 기록으로 이기는 거라네. <LF> 대화는 그렇게 마무리되었다.,스마트워치 링 완성 함 비관 못했다며 실망 날씨 이 팍. <LF> 비 오는 날이라 1만 보 실패했대. <LF> 실망 달래려 실내 스텝박스 영상 공유. <LF> 15분 뛰고 링 완성하자 환호텍 왔지. <LF> 데이터 스티커 붙여 백일 캘린더에 자랑. <LF>  빗발 실망은 기록 일시 으로 이기는 거라네. <LF> 대화는 그렇게 마무리되었다.
영화관 VIP 혜택 끝난다니 섭섭하겠어. <LF> 팝콘 리필이 가장 아쉽다며 한숨. <LF> 섭섭함 탈출하려 신규 멤버십 눈독. <LF> 멤버십 전단 비교하며 엑셀까지 돌렸대. <LF> 결론은 카드 포인트 합산이 최선. <LF> 다음 프리미어 개봉 때 다시 만나자고. <LF> 섭섭함도 공짜 쿠폰이면 회복된다.,영화관 VIP 혜택 끝난다니 섭섭하겠어. <LF> 팝콘 리필이 가장 아쉽다며 한숨. <LF> 섭섭함 년 탈출하려 신규 멤버십 눈독. <LF> 멤버십 전단 비교하며 엑셀까지 돌렸대. <LF> 결론은 카드 포인트 합산이 최선. <LF> 다음 프리미어 잇속 개봉 때 다시 만나자고. <LF>  백금 섭섭함도 공짜 쿠폰이면 회복된다.
팀 게임 토너먼트 대진표 공개에 긴장감 폭발. <LF> 첫 판부터 우승 후보라며 손이 얼음. <LF> 그래도 전략 카드 공유하며 전투 회의. <LF> 긴장 풀 겸 연습 경기 한 판 돌리자고. <LF> 승리 세리머니 플랜까지 세우는 여유. <LF> 실전이 연습 같길 기도하며 손 풀기. <LF> 게임도 스포츠라더니 진짜 심장 뛰었다.,팀 게임 토너먼트 대진표 공개에 긴장감 폭발. <LF> 첫 판부터 우승 후보라며 손이 얼음. <LF> 그래도 전략 카드 공유하며 전투 회의. <LF> 긴장 풀 겸 연습 경기 한 판 유희 돌리자고. <LF> 승리 세리머니 플랜 입안 까지 세우는 여유. <LF> 실전이 연습 같길 기도하며 손 풀기 의 . <LF>  기도 숨길 게임도 스포츠라 투쟁 더니 진짜 심장 뛰었다.
사내 북클럽 신입 모집 글 봤어? 희망이 비쳤지. <LF> 신청자 몰려서 추첨이라며 벌써 떨린대. <LF> 희망을 키우려 추천 도서 리스트 미리 읽기 시작. <LF> 토론 때 한마디라도 더 하자 전략이지. <LF> 회비가 생각보다 저렴해서 한숨 돌렸어. <LF> 책이 인연 맺어 준다니 기대 만발. <LF> 당첨 발표까지 북 냄새라도 맡아야겠어.,사내 북클럽 신입 모집 글 제비 봤어? 희망이 비쳤지. <LF> 신청자 몰려서 추첨이라며 벌써 떨린대. <LF> 희망 지혜 을 키우려 추천 도서 리스트 미리 읽기 시작. <LF> 토론 때 한마디라도 더 하자 전략이지. <LF> 회비가 생각보다 저렴해서 한숨 돌렸어. 관련 정신  <LF>  드럼 자식 책이 인연 맺어 준다니 기대 만발. <LF> 당첨 발표까지 북 냄새라도 맡아야겠어.
신형 전기차 시승 예약 잡혔다며 설렘 폭주. <LF> 도로에서 무소음 가속 체험 가능하다네. <LF> 범퍼 색상이 민트라 사진 맛집 각. <LF> 설렘에 충전소 앱까지 미리 깔았다지. <LF> 보험료 시뮬레이션 돌리다 살짝 현실 복귀. <LF> 그래도 하이테크 인테리어는 꼭 느껴보자며 단단히 마음. <LF> 일상에 없다 해도 꿈꾸는 건 공짜니까.,신형 전기차 시승 예약 잡혔다며 설렘 폭주. <LF> 도로에서 무소음 가속 체험 가능하다네. <LF> 범퍼 색상이 대신 악의 민트라 사진 맛집 각. <LF> 설렘에 색칠 충전 색칠 소 앱까지 미리 깔았다지. <LF> 보험료 시뮬레이션 돌리다 살짝 현실 채색 복귀. <LF> 그래도 하이테크 예기 인테리어는 꼭 느껴보자며 단단히 마음. <LF> 일상에 없다 해도 꿈꾸는 건 공짜니까.
졸업 전시회 D-7인데 혼란이 여전하대. <LF> 액자 배송이 지연이라니 시선이 교차. <LF> 혼란 줄이려 임시 출력물로 가벽 배치 실험. <LF> 조명 각도 확인하니 안도감 조금. <LF> 팀 SNS 홍보는 예정대로 내일 오픈. <LF> 마감의 혼란이 작품의 스파이스라며 스스로 위로. <LF> 작품이 울지 않게 커피라도 덜 마셔야지.,졸업 전시회 D-7인데 혼란이 여전하대. <LF> 액자 배송이 지연이라니 시선이 불안 교차. <LF> 혼란 줄이려 임시 출력물로 가벽 배치 방심 실험. <LF>  친목 조명 온도 각도 재지 확인하니 안도감 조금. <LF> 팀 SNS 심리 홍보는 예정대로 내일 오픈. <LF> 마감의 혼란이 작품의 스파이스라며 스스로 위로. <LF> 작품이 울지 않게 커피라도 덜 거침 마셔야지.
